Student ID,Student Name,Date of Birth,Field of Study,Year of Admission,Expected Year of Graduation,Current Semester,Specialization,Fees,Discount on Fees
610583,Erika Young,1997-07-02,Mechanical Engineering,2022,2023,2,Artificial Intelligence,79456,6568
518567,Patricia Castro,2002-08-15,Civil Engineering,2018,2017,2,Web Development,158424,8698
245814,Kaylee Olson,1997-08-13,Chemical Engineering,2016,2021,3,Data Science,169168,11816
815151,Stephanie Chavez,1998-09-13,Civil Engineering,2018,2022,4,Web Development,99665,17750
855707,Rose Torres,1999-10-30,Chemical Engineering,2016,2019,1,Network Security,190124,17303
593464,Donald Lynn,1998-02-14,Civil Engineering,2020,2023,2,Network Security,88347,11407
756528,Kathryn Nicholson,2005-04-16,Mechanical Engineering,2017,2020,1,Artificial Intelligence,139808,10627
370722,Mark Hamilton,2004-01-09,Electrical Engineering,2019,2018,3,Artificial Intelligence,187299,25879
925433,Patrick Stone,1998-03-09,Computer Science,2018,2022,3,Machine Learning,135326,19245
312414,Cody Thompson,1999-10-19,Computer Science,2019,2019,2,Data Science,110281,3404
727207,Sydney Guzman,2002-03-24,Computer Science,2020,2019,3,Web Development,53382,539
797543,Sandra Reynolds,2006-03-24,Chemical Engineering,2019,2020,2,Artificial Intelligence,108636,4949
837446,Tracy Riley,2004-09-03,Mechanical Engineering,2020,2019,4,Artificial Intelligence,67941,8025
583180,John Freeman,2001-03-14,Mechanical Engineering,2022,2021,4,Machine Learning,119223,12583
376812,Timothy Hickman,1998-01-14,Electrical Engineering,2022,2020,4,Data Science,93400,6834
247703,Kaitlin Boyd,2003-02-03,Civil Engineering,2018,2021,2,Machine Learning,59317,5841
120538,Rebecca Lee,2005-08-25,Chemical Engineering,2022,2021,1,Artificial Intelligence,71359,3857
830551,Jennifer Harris,2004-06-14,Electrical Engineering,2020,2022,2,Network Security,133135,22579
305075,Kimberly Solis,2003-11-04,Chemical Engineering,2021,2017,1,Web Development,189152,37533
190447,Sergio Morales,2003-11-02,Computer Science,2022,2022,3,Data Science,111166,1498
518219,Robert Johnson,2004-04-14,Electrical Engineering,2019,2017,3,Network Security,96765,6037
971169,Calvin Greene,1997-12-19,Electrical Engineering,2017,2020,1,Network Security,100085,2846
841021,Adam Douglas,2001-09-30,Computer Science,2021,2017,4,Data Science,61867,174
516731,Linda Waters,1998-01-26,Civil Engineering,2022,2023,2,Network Security,118386,12336
540688,Donna Smith,1997-09-15,Electrical Engineering,2018,2023,1,Data Science,114608,3438
573875,Robin Clark DDS,2001-04-15,Electrical Engineering,2016,2021,2,Machine Learning,198692,20352
457303,Logan Davenport,2004-01-14,Electrical Engineering,2019,2017,4,Network Security,190049,29865
467578,Kelsey Knox,2000-10-20,Electrical Engineering,2021,2021,4,Network Security,131333,22182
539034,Melanie Wise,2004-10-12,Electrical Engineering,2016,2019,1,Network Security,86601,3438
181894,Michael Jenkins,2001-09-06,Computer Science,2022,2023,1,Network Security,130301,6346
677105,Jimmy Walters,2002-04-18,Computer Science,2022,2023,3,Artificial Intelligence,106617,5925
173288,Eric Washington,2004-07-09,Chemical Engineering,2020,2019,4,Network Security,114511,22170
151155,Sandra Roberts MD,2001-08-07,Computer Science,2020,2023,2,Web Development,119821,4707
213221,Devin Ramos,2001-11-28,Mechanical Engineering,2016,2022,2,Artificial Intelligence,93831,8551
332227,Albert Mclaughlin,2002-12-04,Mechanical Engineering,2019,2020,2,Web Development,131168,24446
728830,Matthew Brady,2004-10-28,Electrical Engineering,2016,2022,1,Network Security,109922,14792
299122,Bryan Blankenship,2002-11-21,Electrical Engineering,2018,2019,1,Machine Learning,141593,14505
898248,Brittany Diaz,2003-05-24,Mechanical Engineering,2020,2018,1,Data Science,146683,5690
937465,Alejandro Hill,1998-12-01,Mechanical Engineering,2019,2019,1,Artificial Intelligence,168100,5109
112178,Austin Carrillo,2004-12-07,Computer Science,2020,2022,3,Network Security,184030,16520
661123,Alexis Thompson,2004-10-22,Chemical Engineering,2019,2023,3,Network Security,64036,1487
317340,Daniel Long,1999-07-26,Chemical Engineering,2016,2022,2,Web Development,86223,16892
419514,Laura Harvey,2001-01-03,Civil Engineering,2018,2021,4,Data Science,60062,5559
212233,Isaiah Foster,1997-11-28,Mechanical Engineering,2017,2019,3,Network Security,178477,12469
327506,Desiree Patterson,2004-09-25,Computer Science,2019,2019,3,Artificial Intelligence,96390,18874
589888,Diane Mcgee,1999-04-26,Civil Engineering,2020,2019,4,Machine Learning,80810,12514
525100,Matthew James,2002-05-21,Mechanical Engineering,2019,2021,2,Artificial Intelligence,70210,5238
362257,Louis Johnson,2001-04-29,Computer Science,2017,2018,2,Artificial Intelligence,107563,16204
160740,Nicholas Rojas,1998-01-18,Civil Engineering,2018,2023,2,Network Security,191097,11286
871426,Darlene Smith,2001-01-04,Computer Science,2021,2017,4,Web Development,192980,35139
802084,Terri Cruz,2006-03-09,Chemical Engineering,2020,2021,1,Web Development,154476,11717
528239,Diana Johnson,1998-03-02,Electrical Engineering,2017,2022,4,Web Development,193948,38739
782189,Steve Patterson,2002-11-18,Chemical Engineering,2021,2018,4,Machine Learning,94330,12309
303390,Roger Werner,2003-12-24,Civil Engineering,2018,2020,3,Artificial Intelligence,98245,407
327622,Dylan Brown,2003-08-24,Chemical Engineering,2020,2018,3,Data Science,104654,2341
327559,Christopher Doyle,2003-01-25,Electrical Engineering,2019,2021,1,Machine Learning,156272,15812
821515,Adam Elliott,2002-07-17,Electrical Engineering,2019,2019,3,Artificial Intelligence,188605,1662
660984,Samantha Smith,2001-04-24,Computer Science,2017,2022,4,Data Science,94924,6218
153780,Jacqueline Garza,2001-08-05,Computer Science,2022,2017,1,Data Science,193374,6864
471849,Sarah Brown,2000-02-12,Civil Engineering,2016,2019,3,Network Security,162678,6221
632225,Brandi Mckee,2002-12-08,Mechanical Engineering,2016,2021,4,Network Security,165271,9580
345721,Tyler Jones,2001-05-20,Electrical Engineering,2022,2020,3,Data Science,87495,6067
280336,Richard Thompson,1999-09-21,Computer Science,2019,2022,1,Machine Learning,158989,10782
495448,Jessica Knox,2000-05-05,Computer Science,2016,2019,4,Web Development,74074,4136
655498,Veronica Banks,2006-05-06,Chemical Engineering,2020,2018,1,Data Science,73682,14657
459279,James Johnson,2001-09-18,Computer Science,2022,2020,2,Web Development,186201,29942
678809,Ryan Simon,2000-02-18,Mechanical Engineering,2022,2019,4,Machine Learning,108150,14216
616254,Pamela Brown,1997-07-18,Computer Science,2016,2022,2,Artificial Intelligence,82168,10393
773451,Craig Young,1998-01-05,Chemical Engineering,2021,2019,1,Artificial Intelligence,106636,2788
673709,Robert Dyer,2003-08-02,Civil Engineering,2020,2022,3,Data Science,162683,24307
592188,Mariah Blankenship,1999-01-27,Chemical Engineering,2021,2021,4,Network Security,110432,15797
311480,Thomas Nguyen,2000-01-01,Computer Science,2018,2019,3,Artificial Intelligence,144716,17575
719530,Gregory Martin,1997-09-19,Computer Science,2017,2019,4,Data Science,129866,10707
301524,Robert Clayton,2001-05-22,Mechanical Engineering,2018,2018,1,Network Security,82772,4960
634801,Becky Mack,2006-01-14,Mechanical Engineering,2022,2019,1,Data Science,72845,2751
970458,Randy Guerra,2000-07-10,Civil Engineering,2019,2020,2,Network Security,51462,1625
251849,Michelle Moore,1999-04-12,Mechanical Engineering,2019,2017,3,Artificial Intelligence,113951,5410
230146,Eric West,2004-01-31,Chemical Engineering,2018,2021,3,Network Security,199431,19158
624064,Jack Lewis,1999-07-24,Chemical Engineering,2016,2021,3,Artificial Intelligence,186921,181
335783,Natalie Pena,2003-07-13,Mechanical Engineering,2021,2019,2,Web Development,163119,31150
474198,Danielle Ramirez,2001-08-04,Chemical Engineering,2019,2019,3,Network Security,146101,6056
924737,Danielle Vasquez,2002-05-23,Chemical Engineering,2021,2023,4,Artificial Intelligence,176783,31858
419320,Rhonda Johnson,2001-07-11,Civil Engineering,2016,2020,4,Web Development,184241,33259
508467,Catherine Atkinson,2000-11-06,Electrical Engineering,2016,2019,2,Web Development,195103,5225
613518,Pamela Underwood,2005-10-11,Chemical Engineering,2016,2017,4,Data Science,140645,12377
649349,Jason Fields,2001-01-10,Chemical Engineering,2019,2019,4,Web Development,196639,12301
259876,Jessica Wilson,2002-12-02,Mechanical Engineering,2019,2020,2,Machine Learning,100990,6767
375023,Hannah Chandler,2004-01-11,Computer Science,2016,2018,4,Web Development,190682,29824
176874,Jason Gonzalez,2005-08-02,Chemical Engineering,2016,2021,1,Data Science,58871,8444
353261,Sarah Garner,2004-03-16,Electrical Engineering,2021,2019,1,Data Science,84770,5886
497836,Dawn Craig,1998-07-11,Civil Engineering,2017,2022,4,Web Development,193937,36585
201317,Dawn Williamson,2005-01-05,Civil Engineering,2019,2017,4,Network Security,148412,1709
994351,Margaret Watts,2004-09-08,Chemical Engineering,2022,2022,3,Data Science,76044,607
556001,Logan Chambers,2001-08-20,Mechanical Engineering,2017,2023,2,Data Science,122494,21473
927111,Elizabeth Anderson,2001-08-10,Electrical Engineering,2019,2018,2,Machine Learning,62028,1183
735446,Max Vincent,2001-06-26,Civil Engineering,2019,2023,3,Artificial Intelligence,60110,246
768400,Caitlin Novak,2002-06-29,Electrical Engineering,2019,2017,2,Artificial Intelligence,63412,4651
324965,Tonya Byrd,1997-06-13,Mechanical Engineering,2016,2023,2,Data Science,69402,10017
547488,Todd Escobar,2005-06-17,Chemical Engineering,2020,2020,2,Machine Learning,72590,8608
463184,Melinda Zimmerman,1999-10-06,Mechanical Engineering,2018,2021,1,Web Development,134748,13005
470562,Andrea Daniels,2005-04-07,Civil Engineering,2022,2021,4,Web Development,161435,14661
329452,Lori Marshall,2004-10-04,Mechanical Engineering,2016,2023,1,Network Security,183060,10249
297741,Joseph Schroeder,2005-12-26,Mechanical Engineering,2018,2020,4,Network Security,149996,17694
369918,Elizabeth Woodard,2005-03-12,Civil Engineering,2022,2021,4,Artificial Intelligence,51818,9147
370559,Kristine Wagner,1999-02-25,Civil Engineering,2021,2020,1,Machine Learning,160689,14538
274444,Mary Velez,2004-03-09,Civil Engineering,2018,2020,4,Machine Learning,101988,7323
939769,Michelle Lewis,1998-01-10,Electrical Engineering,2019,2022,3,Data Science,178852,28976
921850,Ashley Maldonado,2002-05-27,Civil Engineering,2022,2017,2,Web Development,87129,1392
100149,Patrick Martinez,2002-10-24,Civil Engineering,2018,2021,2,Network Security,142089,22249
224757,Andrea Morse,2003-06-07,Computer Science,2022,2018,3,Data Science,60279,12024
696721,Michelle Thomas,2004-03-24,Computer Science,2019,2019,2,Artificial Intelligence,89095,14166
467604,Troy Moore,2003-07-26,Electrical Engineering,2018,2018,2,Web Development,100068,11763
566229,Matthew Haney,2000-03-04,Computer Science,2021,2022,2,Data Science,193377,6069
492661,Amanda Baker,2000-07-05,Computer Science,2020,2022,1,Network Security,125160,10863
176916,Jon Fry,1997-08-24,Chemical Engineering,2021,2023,4,Data Science,75638,385
517504,Cheryl Goodwin,2002-05-08,Electrical Engineering,2019,2018,4,Artificial Intelligence,149713,8238
151055,Jay Miller,2001-09-23,Civil Engineering,2017,2019,4,Machine Learning,118904,14045
979612,Peter Benton,2002-08-31,Electrical Engineering,2016,2022,4,Machine Learning,68845,6309
293599,Michelle White,2005-03-06,Mechanical Engineering,2022,2021,3,Machine Learning,64586,2866
115622,William Nichols,1999-01-05,Chemical Engineering,2018,2021,1,Machine Learning,144150,2218
403802,Kevin Lindsey,2001-01-09,Electrical Engineering,2021,2023,1,Network Security,155894,15849
812426,Mr. Kevin Johnson DVM,2003-07-24,Mechanical Engineering,2017,2019,3,Web Development,188806,29463
400023,Jacob Coleman,2001-08-23,Computer Science,2019,2019,1,Artificial Intelligence,52417,1266
564863,Nicholas Murillo,2000-08-23,Mechanical Engineering,2021,2018,1,Data Science,67439,4568
958862,Kenneth Davis,1998-03-08,Computer Science,2016,2018,1,Network Security,165008,7139
912556,Jacqueline Jackson,1997-09-18,Computer Science,2020,2017,4,Machine Learning,146740,15610
722524,Ashley Dunn,2004-05-17,Electrical Engineering,2019,2021,1,Network Security,118439,14043
564789,Michael Walker,1999-04-29,Chemical Engineering,2021,2019,2,Data Science,160462,2979
895312,Elizabeth Hall,2000-06-27,Civil Engineering,2016,2017,4,Artificial Intelligence,170342,30597
437475,Karen Estes,1997-06-04,Chemical Engineering,2022,2019,1,Artificial Intelligence,51935,9929
260527,Michael Austin,2001-05-17,Computer Science,2019,2021,1,Artificial Intelligence,109338,14733
873650,Ellen Davis,2003-06-03,Mechanical Engineering,2022,2020,2,Web Development,124184,6792
210178,James Martinez,1999-04-24,Computer Science,2022,2022,2,Web Development,64833,7
760114,Edward Leon,2003-01-13,Electrical Engineering,2020,2020,3,Machine Learning,182621,24378
679016,Ronald Irwin,2002-05-11,Chemical Engineering,2019,2021,3,Network Security,186741,34932
794587,Christina Glover,1999-08-19,Electrical Engineering,2016,2019,2,Network Security,141487,24457
722067,Nicole Montgomery,2000-10-24,Electrical Engineering,2017,2018,1,Artificial Intelligence,131981,16568
823924,Anthony Yang,2003-11-15,Computer Science,2017,2018,3,Machine Learning,103194,16053
168764,James Davis,2001-12-23,Computer Science,2021,2018,4,Network Security,63794,7443
443866,Amber Pearson,2002-05-09,Civil Engineering,2022,2020,3,Network Security,150889,8027
177191,Daniel Strong,2004-03-16,Mechanical Engineering,2019,2017,3,Data Science,81891,2388
548552,Amanda Foster,2000-01-30,Computer Science,2019,2018,1,Machine Learning,137481,25856
917451,Sylvia Baker,2002-12-11,Civil Engineering,2021,2022,2,Artificial Intelligence,175860,11780
584915,William Park,2001-06-02,Computer Science,2018,2019,3,Data Science,141671,27297
115609,Angela Cummings,1998-02-26,Civil Engineering,2018,2022,1,Artificial Intelligence,100493,3916
494702,Sheri Casey,2001-08-23,Civil Engineering,2016,2021,1,Artificial Intelligence,137128,24992
860137,Karen Lewis,2002-09-29,Computer Science,2018,2019,2,Machine Learning,189340,10748
889122,Stephanie Sandoval,1998-05-23,Civil Engineering,2022,2021,4,Data Science,106157,15960
750115,Tristan Kim,2001-10-21,Civil Engineering,2018,2019,1,Network Security,183835,20565
498247,Robert Cruz,2000-04-18,Electrical Engineering,2018,2020,2,Machine Learning,123935,14520
507490,Randall Miller,2003-01-07,Computer Science,2019,2017,2,Artificial Intelligence,63806,1095
786454,Justin Walker,2000-05-04,Chemical Engineering,2018,2020,4,Data Science,54931,3479
423730,David Freeman,2000-01-29,Civil Engineering,2019,2019,2,Artificial Intelligence,67200,5019
695899,Lindsey Winters,1999-11-04,Civil Engineering,2020,2023,4,Artificial Intelligence,60935,8350
495557,Tony Shannon,2004-02-06,Computer Science,2018,2020,3,Data Science,173113,13380
536884,Adam Rodriguez,1999-08-21,Mechanical Engineering,2018,2019,4,Network Security,61492,11017
480914,Joseph Taylor,2002-02-10,Mechanical Engineering,2017,2017,3,Data Science,110752,18893
545055,Johnny Moreno,1999-05-20,Electrical Engineering,2019,2018,4,Network Security,99806,14784
570744,Jacob Ramos,1997-09-05,Mechanical Engineering,2018,2017,3,Data Science,175358,23962
530567,Jill Delgado,1999-12-23,Civil Engineering,2019,2022,3,Web Development,50294,5253
344145,Misty Park,2004-01-26,Chemical Engineering,2019,2017,1,Data Science,59976,11110
600078,Lisa Ellis,2004-04-06,Computer Science,2021,2022,1,Artificial Intelligence,117462,14637
664575,Amanda Taylor,2005-05-27,Computer Science,2016,2017,3,Machine Learning,181279,19817
287657,Helen Phillips,2002-02-13,Civil Engineering,2016,2023,1,Artificial Intelligence,152314,12727
945454,Sarah Moore,2001-12-15,Mechanical Engineering,2017,2017,1,Data Science,198386,31658
105393,Sarah Davila,1997-12-19,Chemical Engineering,2022,2023,1,Data Science,61316,3499
523956,James Morales,1997-08-20,Mechanical Engineering,2020,2021,3,Data Science,135856,25853
401546,David English,1999-06-23,Computer Science,2017,2019,1,Network Security,126561,10197
375366,Ms. Deanna Johnson,2002-03-06,Mechanical Engineering,2022,2019,1,Machine Learning,52990,9767
909366,Karen Ross,1999-07-14,Computer Science,2020,2020,1,Web Development,50046,1704
807418,Steven Gallagher,2005-03-15,Civil Engineering,2018,2021,3,Machine Learning,76034,218
200488,Robert Gregory,2000-12-22,Civil Engineering,2018,2022,4,Network Security,87106,15702
819051,Courtney Hall,2001-02-11,Mechanical Engineering,2020,2023,2,Machine Learning,56569,4493
936319,Terry Webb,1999-09-24,Computer Science,2020,2023,4,Machine Learning,104218,581
847193,Ryan Wilkerson,2005-12-16,Electrical Engineering,2020,2020,1,Data Science,160948,9529
201364,Angela Eaton,2004-08-24,Computer Science,2020,2020,2,Web Development,117194,14300
454134,Jessica Smith,1999-03-31,Chemical Engineering,2020,2021,4,Network Security,142010,4899
505998,Tracy Schneider,2002-08-21,Chemical Engineering,2016,2020,4,Artificial Intelligence,62683,5406
